Nom,Marque,Nutriscore,Category_Label,Energie,Sucre,Gras,Saturés,Sel,Fibres,Protéines,Fruits et Légumes
Scott's Porage Oats Original 1000g,Scott,A,Céréales,374.0,1.0,8.0,0.6,0.0,9.0,11.0,0.0
Malted Wheaties,Harvest Morn,A,Céréales,370.0,10.9,1.8,0.2,0.27,13.3,11.7,0.0
DM Bio Linsenwaffeln 100g 1.35€ 1kg 13.50€,DmBio,A,Légumineuses,367.0,1.4,1.7,0.403,0.5,7.19,29.0,99.5
Borlotti Beans in water,Tesco,A,Légumineuses,101.0,0.4,0.60024,0.1,0.1,6.9,9.0,80.0
Red Kidney Beans in water,Inconnu,A,Légumineuses,117.0,0.8,1.0,0.2,0.0,6.8,8.6,76.9230769230769
Haricots verts extra fins 4/4,"Marque Repère, Notre Jardin, Scamark (Filiale E. Leclerc)",A,Légumineuses,24.0,0.5,0.5,0.1,0.62,3.4,1.3,80.0
Low Sugar Nuts & Seeds Granola imp,Lizi’s,A,Céréales,447.0,2.9,16.0,2.6,0.03,10.0,13.9,23.715625
Organic Porridge Oats,Kavanagh's,A,Céréales,360.0,0.25,6.0,1.0,0.05,9.75,11.2,0.0
Red kidney beans in water,Lidl,A,Légumineuses,79.0,0.5,0.6,0.1,0.02,6.0,7.5,80.0
Batchelors Marrowfat Bigga Peas,Batchelors,A,Légumineuses,86.0,1.7,0.6,0.1,0.5,5.0,5.6,28.735632183908
weetabix,Weetabix,A,Céréales,349.0,4.1,2.05,0.513,0.25,9.74,11.5,0.0
Cacahuètes Grillées et Salées,"Marque Repère, Tokapi",A,Légumineuses,621.0,4.5,51.0,5.8,0.8,8.8,26.0,94.0
original shredded wheat,"Nestlé, Nestlé UK Ltd",A,Céréales,360.0,0.7,2.2,0.5,0.05,12.2,12.2,0.0
Irish Organic Jumbo Oats,Flahavan's,A,Céréales,370.0,1.0,5.75,1.0,0.0125,8.25,11.2,0.0
Wholegrain Wheat Bixies,Crownfield - Lidl,A,Céréales,362.0,3.0,2.25,0.5,0.225,9.5,12.7,0.0
Petits pois extra fins et carottes d'aucy 530g,D'aucy,A,Légumineuses,58.0,3.0,0.0,0.0,0.5,4.3,4.0,84.393063583815
Haricots verts extra fins rangés d'aucy 440g,D'aucy,A,Légumineuses,24.0,0.7,0.2,0.0,0.46,2.9,1.8,85.4130858255987
Copos de avena,Brüggen,A,Céréales,375.0,0.7,7.0,1.3,0.02,10.0,14.0,0.0
Chickpeas in water,Sainsbury's,A,Légumineuses,113.0,0.435,2.26,0.348,0.0261,8.61,6.61,75.0
Pois chiches au sel de Noirmoutier,"Carrefour BIO,Carrefour",A,Légumineuses,130.0,0.5,2.9,0.0,0.36,7.4,6.6,85.6027778574913
Hafer Flocken Zart,"Crownfield,Bio Organic,Lidl",A,Céréales,371.0,0.8,6.7,1.1,0.0,9.7,13.2,0.0
Petits Pois 1/4,Cassegrain,A,Légumineuses,75.0,3.6,0.9,0.1,0.8,5.3,5.0,95.7004160887656
Flageolets préparés,Cassegrain,A,Légumineuses,98.0,0.5,0.8,0.1,0.81,6.2,6.5,98.2893866364238
Bran Flakes Malty Crunch,Tesco,A,Céréales,352.0,10.2,2.5,0.5,0.59,15.7,10.6,0.0
Boulghour de blé à la Tunisienne au Raz-El-Hanout,Céréal Bio,A,Légumineuses,159.0,4.7,4.1,0.6,0.78,6.5,6.3,39.690625
Garbanzos cocidos categoría extra,Campo Largo,A,Légumineuses,99.0,0.4,1.7,0.2,0.53,4.2,5.6,85.1927326999799
Lentilles Carottes,Bjorg,A,Légumineuses,106.0,1.1,1.6,0.2,0.49,5.0,7.3,98.0
Avena crunchy,Hacendado,A,Céréales,390.0,4.6,5.8,1.0,0.2,11.0,13.0,0.0
Cacahuete tostado 0% sal añadida,Hacendado,A,Légumineuses,618.0,6.2,50.4,6.0,0.0,8.2,24.0,100.0
Fitness Nature Céréales complètes,Nestle,A,Céréales,368.0,8.3,1.5,0.6,0.56,8.5,9.8,0.0
Baked Beans In Tomato Sauce,Tesco,A,Légumineuses,85.0,4.7,0.6,0.1,0.5,3.7,4.4,92.6174496644295
Oat so Simple,"Quaker, Quaker Oats",A,Céréales,370.0,1.11,7.78,1.11,0.0,8.89,11.1,0.0
Muesli Crunchy 0%,"Crownfield,Lidl",A,Céréales,423.0,0.9,13.4,1.7,2.5e-05,8.1,11.2,0.0
"Weetabix, Crunchy Bran",Weetabix,A,Céréales,351.0,14.0,4.3,0.8,0.58,22.0,13.0,0.0
Couscous de légumes à l'orientale,Carrefour,A,Légumes,27.0,1.7,0.0,0.0,0.44,1.6,1.2,98.4608208955224
"Fromage blanc 3,2% MG",Envia,A,Fromages,75.0,3.9,3.2,2.0,0.11,0.0,7.7,0.0
HIGH PROTEIN Quark,Milbona,A,Fromages,67.0,2.6,0.5,0.4,0.00035,0.03,12.4,1.07142857142857
Mozzarella light,Milbona,A,Fromages,165.0,1.5,8.5,6.0,0.05,0.0,20.5,0.0
Tomate Pelado Troceado,Hacendado,A,Légumes,31.0,4.8,0.1,0.0,0.5,0.0,1.1,99.25
Chopped Tomatoes in Tomato Sauce,KTC,A,Légumes,16.0,2.8,0.1,0.0,0.0875,0.7,1.0,90.0
Courgettes cuisinées à la provençale d'aucy 380g,D'aucy,A,Légumes,79.0,4.9,5.5,0.7,0.66,2.2,1.4,102.195352564103
le blanc nature 900g araai,le berger,A,Fromages,234.7,0.0,23.5,0.0,0.0,0.0,4.9,0.0
Pois chiches HVE Bien cultivés d'aucy 250g,D'aucy,A,Légumes,120.0,0.3,2.5,0.3,0.01,5.5,6.7,80.0
Peeled Plum Tomatoes,Cucina,A,Légumes,22.0,3.8,0.1,0.0,0.01,0.8,1.1,91.25
Skyr sans lactose à la myrtille et à la framboise,ISEY,A,Fromages,57.0,3.9,0.2,0.1,0.14,0.0,9.8,9.0
Peeled Plum Tomatoes,Napolina,A,Légumes,22.0,3.4,0.2,0.0,0.13,0.9,1.3,83.3333333333333
Peeled Tomatoes,Baresa,A,Légumes,27.5,3.62,0.375,0.0,0.0875,1.25,1.38,90.0
Peeled Tomatoes,Baresa,A,Légumes,27.5,3.62,0.375,0.0,0.0875,1.25,1.38,90.0
Reduced Fat Soft Cheese,"Milbona,Lidl",A,Fromages,141.0,0.8,11.0,1.9,0.16,0.0,6.9,0.0
Skyr,Danone,A,Fromages,57.0,3.9,0.2,0.1,0.09,0.0,10.0,0.0
Skyr vanille 4 x 100 g,Yoplait,A,Fromages,78.0,10.0,0.5,0.1,0.12,0.0,7.8,7.05972222222223
Haricots verts extra-fins coupés,"Jardin bio, LEA Nature",A,Légumes,34.0,0.7,0.0,0.0,0.55,4.2,2.1,85.5344112176277
Haricots verts extra-fins 4/4,Bonduelle,A,Légumes,20.0,0.5,0.1,0.1,0.58,3.5,1.6,92.9829160160924
,Chira,A,Légumes,74.0,2.6,0.7,0.1,0.72,7.3,5.5,85.0079057064827
Fromage blanc 0%,Délisse,A,Fromages,47.0,4.3,0.0,0.0,0.107,0.0,7.3,0.0
CHOPPED TOMATOES IN A RICH TOMATO JUICE,CUCINA,A,Légumes,22.0,3.8,0.1,0.0,0.015,0.8,1.1,92.5
Coeurs de palmiers,Géant Vert,A,Légumes,27.0,1.1,0.1,0.0,0.83,2.4,2.4,84.8953986935628
Rosii Cirio Diced Tomatoes,"Cirio, Cirio La polpa rustica",A,Légumes,22.0,3.2,0.1,0.1,0.253,1.3,1.1,81.25
Purée de tomate,Carrefour,A,Légumes,23.0,3.5,0.0,0.0,0.03,1.3,1.2,75.0
Pois chiches - Boîte 265g,U,A,Légumes,122.0,0.5,2.7,0.3,0.41,5.5,6.7,85.5802511513487
Galleta ligera sin sal y sin azúcar,Gullón,A,Biscuits,408.0,2.8,13.0,1.5,0.01,17.0,9.0,0.0
Creamfields low fat cottage cheese,Tesco,A,Fromages,56.0,3.1,0.9,0.5,0.383,0.0,8.9,0.0
Granola chocolat noir - faible en sucre,Jordans,A,Céréales,460.0,3.8,13.3,3.8,0.03,16.9,11.1,10.5
Petits Pois 1/4,Cassegrain,A,Légumes,75.0,3.6,0.9,0.1,0.8,5.3,5.0,95.7004160887656
Pulpe de tomates en dés,"Marque Repère, Notre jardin",A,Légumes,19.0,3.0,0.5,0.0,0.05,1.1,1.3,30.0
Skyr,MILSANI,A,Fromages,57.0,3.2,0.5,0.1,0.107,0.0,10.0,0.0
Cottage Cheese,DANONE,A,Fromages,87.9541108986615,1.6,3.3,2.4,0.0,0.0,12.0,0.0
Légumes cuisinés pour couscous d'aucy 800g,D'aucy,A,Légumes,30.0,1.8,1.0,0.1,0.57,1.8,1.2,99.45068359375
Polpa Rustica di Pomodoro,"Mutti, OLUF LORENTZEN AS",A,Légumes,25.0,2.8,0.2,0.1,0.02,0.0,1.2,0.0
Bite size wheat shreds,"Harvest Morn, Aldi",A,Céréales,367.0,0.667,2.0,0.333,0.0333,12.0,12.7,0.0
Gourmandise de Pois à la provençale,Cassegrain,A,Légumes,70.0,6.1,1.8,0.3,0.78,2.7,2.6,97.384375
Flageolets extra fins d'aucy 530g,D'aucy,A,Légumes,87.0,0.4,0.6,0.1,0.48,5.9,5.4,85.3999541599817
Polpa di pomodoro,Oluf lorentzen as,A,Légumes,26.0,2.8,0.2,0.1,0.3,0.0,1.2,99.8
"Danone fromage blanc 3,2% de mg 825 x 1","Danone, Danone jockey nature",A,Fromages,75.0,3.9,3.2,2.2,0.09,0.0,7.7,0.0
Peeled plum tomatoes,Simply...,A,Légumes,20.0,3.0,0.1,0.05,0.04,1.1,1.3,90.0
Baked Beans,Asda,A,Légumes,91.0,4.2,0.5,0.1,0.463,4.6,4.9,94.0707744238165
Granola aux fruits,One Day More,A,Céréales,395.0,15.4,8.4,1.3,0.13,10.3,11.3,14.2
Haricots verts extra fins 4/4,"Marque Repère, Notre Jardin, Scamark (Filiale E. Leclerc)",A,Légumes,24.0,0.5,0.5,0.1,0.62,3.4,1.3,80.0
Skyr,Arla,A,Fromages,60.0,4.0,0.2,0.1,0.35,0.0,10.0,0.0
Crousti' Avoine nature,Bjorg,A,Céréales,398.0,13.0,9.8,2.0,0.0875,9.4,10.0,0.0
Batchelors Marrowfat Bigga Peas,Batchelors,A,Légumes,86.0,1.7,0.6,0.1,0.5,5.0,5.6,28.735632183908
Wholegrain Wheat Bisks,Marks & Spencer,A,Céréales,359.0,3.0,2.3,0.5,0.23,8.0,12.7,0.0
Malted Wheaties,Asda,A,Céréales,368.0,10.0,1.8,0.3,0.43,10.0,10.0,0.0
Légumes pour couscous et plats orientaux,"Jardin Bio étic, Jardin biologique, Léa Nature",A,Légumes,35.0,3.2,0.4,0.4,0.63,2.2,1.6,98.775
Cherrytomaten 400 g,"1540 Vestby, Norwegen, Oluf Lorentzen AS, Toveien 22, Mutti",A,Légumes,28.0,3.4,0.0,0.0,0.01,0.0,1.2,100.0
Champiñones Cozuelos Laminados,Hacendado,A,Légumes,11.6666666666667,0.166666666666667,0.0555555555555556,0.0,0.0,0.0,1.55555555555556,85.7142857142857
Petits pois extra fins et carottes d'aucy 530g,D'aucy,A,Légumes,58.0,3.0,0.0,0.0,0.5,4.3,4.0,84.393063583815
Skyr nature,Yoplait,A,Fromages,57.0,3.6,0.5,0.1,0.14,0.0,9.5,0.0
Poivrons cuisinés piment Espelette,Cassegrain,A,Légumes,70.0,6.0,3.2,0.6,0.99,1.4,1.5,97.7375
Bran flakes M&S,M&S,A,Céréales,359.0,11.0,2.5,0.5,0.28,16.0,12.0,0.0
Baked Bean In Tomato Sauce,Heinz,A,Légumes,71.0,4.7,0.2,0.1,0.6,3.2,4.1,93.0326257861635
la hollandaise 16p cheddar,La Hollandaise,A,Fromages,270.0,0.0,23.0,0.0,0.0,0.0,10.0,0.0
Aubergines cuisinées à la provençale d'aucy 380g,D'aucy,A,Légumes,72.0,5.1,4.6,0.6,0.59,2.7,1.1,89.2960606060606
Haricots Verts extra-fins 1/4,Cassegrain,A,Légumes,20.0,1.3,0.1,0.1,0.79,2.4,1.4,99.094981259713
Lunch bowl Légumes & boulgour 250g,Bonduelle,A,Légumes,130.0,2.0,2.0,0.3,0.73,2.4,4.7,97.8
Original Doux & crémeux,,A,Fromages,253.0,0.0,21.0,0.0,0.0,0.0,10.0,0.0
Flageolets préparés 1/2,Cassegrain,A,Légumes,98.0,0.5,0.8,0.1,0.81,6.2,6.5,97.8731413514022
Skyr nature 0%,Yoplait,A,Fromages,57.0,3.6,0.105,0.065,0.1375,0.0,9.5,0.0
Polpa Tomates concassées fines,Mutti,A,Légumes,26.0,2.8,0.2,0.1,0.3,0.0,1.2,99.8
Cream cheese,Original,A,Fromages,257.0,0.0,18.0,0.0,0.0,0.0,10.0,0.0
Fromage blanc nature,MILKY FOOD PROFESSIONAL,A,Fromages,80.6,0.0,12.0,0.0,0.0,0.0,7.3,0.0
Pizza Lachs Spinat,"Nestlé,European Pizza Group,Original Wagner",A,Pizzas,190.0,2.8,5.1,2.1,0.00275,7.7,8.8,28.00275
FRITADA PISTO,HACENDADO,A,Légumes,92.0,8.5,4.7,0.8,0.6,0.0,1.3,97.2222222222222
Chopped Tomatoes 4pk,Napolina,A,Légumes,23.0,3.6,0.2,0.0,0.1,1.0,1.3,83.3333333333333
2 Mini Cheese & Tomato Pizzas,Tesco,A,Pizzas,233.0,3.73,3.04,1.08,0.289,4.12,11.2,0.289535522460923
"Ham, Portobello Mushroom & Mascarpone Pizza",Specially Selected,A,Pizzas,226.0,1.36,8.06,1.88,0.313,0.829,10.1,21.91943359375
Ratatouille à la provençale,"Jardin Bio,Jardin biologique,Léa Nature",A,Légumes,64.0,5.2,3.5,0.5,0.47,1.7,1.2,97.5352777777778
Geschälte Italienische Tomaten,Mutti,A,Légumes,22.0,2.9,0.5,0.1,0.01,0.0,1.1,100.0
Chopped Tomatoes,Napolina,A,Légumes,23.0,3.6,0.2,0.0,0.0975,1.0,1.3,83.3333333333333
Pizza Tonno e Cipolla,Gustavo Gusto,A,Pizzas,183.0,2.95,4.21,2.53,0.00326,1.89,10.9,27.5625
Italian Chopped Tomatoes in tomato juice,by sainsbury's,A,Légumes,24.0,3.5,0.5,0.1,0.07,0.9,1.2,91.25
Haricots Verts extra-fins 1/2,Cassegrain,A,Légumes,20.0,1.3,0.1,0.1,0.79,2.4,1.4,99.094981259713
Chopped Garlic,Very Lazy,A,Légumes,76.0,0.7,0.1,0.1,0.1,0.0,4.7,25.0
Chopped Tomatoes,Simply,A,Légumes,20.0,3.0,0.1,0.0,0.05,1.1,1.3,99.9
Butterbeans in water,Tesco,A,Légumes,89.0,1.1,0.5,0.1,0.1,4.6,5.9,76.9230769230769
Courgettes à la Provençale 1/2,Cassegrain,A,Légumes,63.0,6.0,2.5,0.4,0.75,2.1,1.7,97.0916666666667
Chopped Tomatoes,Tesco,A,Légumes,22.0,3.8,0.1,0.05,0.0688,0.7,1.1,90.0
Italian Chopped Tomatoes,Tesco,A,Légumes,25.0,4.0,0.2,0.1,0.09,0.9,1.4,91.25
Polpa Finely Chopped Italian Tomatoes,Lidl,A,Légumes,22.0,3.8,0.1,0.1,0.01,0.8,1.1,99.9
Haricots Verts extra-fins 4/4,Cassegrain,A,Légumes,20.0,1.3,0.1,0.1,0.79,2.4,1.4,99.094981259713
Italian Finely Chopped Tomatoes,Tesco,A,Légumes,25.0,4.0,0.2,0.1,0.03,0.9,1.4,91.25
Carré frais 0 pourcent ail et fines herbes,Elle & Vire,A,Fromages,84.0,2.8,0.4,0.0,0.0033,0.0,16.0,0.00495
Skyr Icelandic Style Strawberry Yogurt,Arla,A,Fromages,68.0,6.8,0.2,0.1,0.1175,0.0,8.5,7.109375
Pois chiches Sultanines 265g,"Compagnie Générale De Conserve, Sultanines",A,Légumes,126.0,0.8,2.0,0.3,0.7,6.3,6.8,85.4852562267392
Skyr Nature,Siggi's,A,Fromages,52.1,3.5,0.0,0.0,0.0982,0.0,9.5,0.0
Haricots verts extra fins rangés d'aucy 440g,D'aucy,A,Légumes,24.0,0.7,0.2,0.0,0.46,2.9,1.8,85.4130858255987
Piquillo Paprika,Freshona,A,Légumes,33.0,4.5,0.5,0.0,0.88,0.0,1.5,83.8518518518518
"Fromage blanc nature 3,0%mg pot 900g",U,A,Fromages,74.0,4.3,3.0,2.0,0.19,0.5,7.3,0.0
Italian chopped tomatoes in tomato juice,Morrisons,A,Légumes,21.0,2.7,0.5,0.1,0.09,0.9,0.9,90.0
Macédoine 1/2,Bonduelle,A,Légumes,43.0,2.3,0.7,0.1,0.56,4.3,2.2,71.875
Skyr nature,Danone,A,Fromages,57.0,3.9,0.2,0.1,0.09,0.0,10.0,0.0
Polpa,Mutti,A,Légumes,26.0,2.8,0.2,0.1,0.295,0.0,1.2,99.8
Chopped tomatoes in tomato juice,Everyday Essentials,A,Légumes,22.0,3.8,0.1,0.1,0.01,0.8,1.1,90.0
Tomater Hakkede Økologisk 400g Mutti,"Oluf lorentzen as, Mutti",A,Légumes,25.0,2.8,0.2,0.1,0.02,0.0,1.2,100.0
Chopped tomatoes,Aldo,A,Légumes,21.0,3.3,0.1,0.0,0.05,1.0,1.4,86.6666666666667
Chopped Tomatoes in Tomato Juice,"Baresa,Freshona",A,Légumes,20.0,3.0,0.1,0.0,0.04,1.1,1.3,99.9
Petits Pois & Carottes,Cassegrain,A,Légumes,59.0,3.8,0.7,0.0,0.77,4.2,3.6,95.4170883330924
"Mais, Sweetcorn",Freshona,A,Légumes,69.0,4.0,1.3,0.3,0.0,2.9,2.7,100.0
Queso fresco batido desnatado,Hacendado,A,Fromages,46.0,3.5,0.5,0.1,0.1,0.0,8.0,0.0
Knorr Soupe Liquide Légumes du Potager 45cl,Knorr,A,Légumes,54.0,3.3,2.1,1.2,0.66,1.0,0.8,197.2
Peeled Tomatoes in tomato juice,"Baresa,Lidl",A,Légumes,29.0,3.6,0.4,0.0,0.09,1.2,1.3,99.9
Tomatenpuree,"Baresa, Freshona",A,Légumes,94.0,13.2,0.5,0.14,0.7,5.04,4.7,99.5
"Fromage blanc au lait demi-écrémé, 3% de Mat. Gr.","Délisse, Marque Repère",A,Fromages,69.0,4.0,3.0,1.9,0.125,0.0,6.4,0.0
CHOPPED TOMATOES IN TOMATO JUICE,Sainsbury's Basics,A,Légumes,19.0,2.6,0.5,0.1,0.1,0.5,0.9,30.0
Fromage blanc 0%,"Lidl Envia,envia",A,Fromages,52.0,4.6,0.5,0.2,0.1,0.5,6.8,0.0
Passata Sieved Tomatoes,Napolina,A,Légumes,28.0,4.3,0.2,0.0,0.12,1.1,1.7,75.0
Petits Pois et Carottes 1/2,Cassegrain,A,Légumes,59.0,3.8,0.7,0.0,0.77,4.2,3.6,95.4170883330924
SKYR,Danone,A,Fromages,57.0,3.9,0.2,0.1,0.1,0.0,10.0,0.0
Ratatouille cuisinée à la provençale d'aucy 380g,D'aucy,A,Légumes,61.0,4.6,3.2,0.4,0.62,2.6,1.1,101.913822115385
Coulis de tomate bio,Jardin Bio,A,Légumes,40.0,3.0,0.0,0.0,0.02,0.9,0.9,11.0
High Fibre Bran,Sainsbury's,A,Céréales,350.0,13.5,4.0,0.75,0.475,22.0,13.8,0.0
Chopped tomatoes,Aldo,A,Légumes,21.0,3.3,0.1,0.0,0.05,1.0,1.4,86.6666666666667
Chunky chopped tomatoes,Inconnu,A,Légumes,40.0,6.6,0.2,0.0,0.1,2.0,2.8,90.0
netto Kölln Haferflocken Blütenzarte Haferflocken Je 500-g-Packung 100 % Vollkorn-Hafer 0.99€ 2024 500g 1.19€ 1kg 2.38€,"EDEKA Kölln, Kölln, netto Kölln",A,Céréales,361.0,1.2,6.7,3.25,0.0,27.5,13.0,0.0
Pulpe de tomates Au jus,Carrefour,A,Légumes,28.0,3.7,0.0,0.0,0.02,1.5,1.1,90.0
So Simple Original Family Pack Porridge,Quaker,A,Céréales,370.0,1.0,7.7,1.3,0.0,9.0,11.0,0.0
Haricots verts Vapeur 4/4,Bonduelle,A,Légumes,32.0,1.0,0.3,0.0,0.92,4.6,1.7,85.3357908075106
Tomates pelées entières au jus,"Jardin bio, Léa Nature",A,Légumes,23.0,3.0,0.5,0.0,0.08,0.9,1.2,100.0
Scottish porridge oats,SO,A,Céréales,363.0,1.1,7.0,1.0,0.0,8.3,10.3,0.0
Ratatouille à la niçoise d'aucy 750g,D'aucy,A,Légumes,44.0,3.1,1.9,0.1,0.61,2.3,1.2,94.885
Weetabix Avena Suave Oatibix,Weetabix,A,Céréales,370.0,1.1000000238419,8.0,1.5,0.029999999329448,9.0,11.0,0.0
Purée de tomate bio,"Jardin Bio, Jardin biologique, Léa Nature",A,Légumes,31.0,4.6,0.1,0.0,0.03,1.5,1.1,99.99
Puffed Wheat,By sainsbury's,A,Céréales,376.0,0.6,2.4,0.6,0.001,9.2,14.5,0.0
Fagots de Haricots verts 1/2,Cassegrain,A,Légumes,21.0,1.0,0.1,0.1,0.93,2.3,1.3,98.9683191819593
Macédoine de légumes,"Marque Repère, Notre Jardin",A,Légumes,39.0,1.0,0.5,0.1,0.55,4.3,2.7,96.875
Muesli,Harvest Morn,A,Céréales,370.0,19.1,5.3,0.8,0.03,8.1,10.6,14.0
Fonds d'artichauts,Géant Vert,A,Légumes,34.0,1.1,0.5,0.1,0.7875,3.0,1.2,84.9376146129229
Baby beetroot,Baxters,A,Légumes,30.0,4.5,0.1,0.1,0.32,1.9,1.2,72.7272727272727
Hrášek v mírně slaném nálevu,Bonduelle,A,Légumes,74.0,2.6,0.7,0.1,0.73,7.8,5.5,84.6164940721724
Salt Free Naturally Sweet Corn,Green Giant,A,Légumes,77.0,6.2,1.2,0.2,0.0,3.0,2.4,100.0
Baby beetroot,Baxters,A,Légumes,30.0,4.5,0.1,0.1,0.32,1.9,1.2,72.7272727272727
Haricots verts extra fins bio,Freshona,A,Légumes,23.0,0.5,0.4,0.2,0.55,0.0,1.5,85.5344112176277
Macédoine 4/4,Bonduelle,A,Légumes,39.0,0.8,0.3,0.1,0.76,3.7,2.2,98.6425339366516
Tomates entières pelées au jus,"Marque Repère, Notre Jardin",A,Légumes,15.0,1.9,0.5,0.0,0.09,1.1,0.8,99.9
Italian Peeled Plum Tomatoes,Tesco,A,Légumes,25.0,4.0,0.2,0.05,0.05,0.9,1.3,88.3333333333333
Petits pois - très fins,Freshona,A,Légumes,82.0,3.0,1.1,0.3,0.5,7.4,6.0,84.5598845598846
Flocons d’avoine,Inconnu,A,Céréales,372.0,1.3,7.0,1.3,0.325,10.0,13.2,0.0
Haricots verts extra-fins 1/2,Bonduelle,A,Légumes,20.0,0.5,0.1,0.1,0.58,3.5,1.6,92.9829160160924
Guisantes extra,Hacendado,A,Légumes,59.0,4.2,0.2,0.0,0.8,0.0,4.0,84.0579710144928
Macédoine de légumes,Carrefour,A,Légumes,38.0,1.1,0.5,0.1,0.7,3.4,2.1,96.875
Flocons d'avoine,"Carrefour BIO,Carrefour",A,Céréales,372.0,0.7,7.0,1.3,0.01,10.0,14.0,0.0
Judías verdes redondas,Hacendado,A,Légumes,17.0,1.0,0.0,0.0,0.74,1.6,0.9,85.4721410983222
Haricots verts extra fins,"Freshona, Lidl",A,Légumes,26.0,0.5,0.5,0.1,0.0007,2.4,1.4,85.7140571424
Haricots verts Extra-fins,Carrefour,A,Légumes,28.0,0.5,0.5,0.2,0.55,3.2,1.7,85.5344112176277
Super Nutty Granola,Tesco Finest,A,Céréales,460.0,12.1,18.7,2.3,0.2,8.6,12.6,17.7
Flocons d'avoine 4 graines et raisins,Bjorg,A,Céréales,394.0,8.6,12.0,1.8,0.03,11.0,15.0,14.5833333333333
Geschälte Tomaten,"Oluf lorentzen as, Mutti",A,Légumes,22.0,2.9,0.0,0.0,0.1,0.0,1.1,83.3333333333333
Pimientos rojos asados en tiras,Hacendado,A,Légumes,31.0,5.4,0.2,0.0,0.0,0.0,0.5,83.9233894370284
Tomates pelées d'aucy 235g,D'aucy,A,Légumes,19.0,2.5,0.1,0.0,0.26,1.2,0.9,87.37
Petit pois carottes,Freshona,A,Légumes,49.0,3.0,0.3,0.1,0.00125,0.0,2.8,97.6725257262456
Judías verdes redondas,Hacendado,A,Légumes,17.0,1.0,0.0,0.0,0.74,1.6,0.9,85.4721410983222
Haricots verts Extra-fins,Carrefour,A,Légumes,28.0,0.5,0.5,0.2,0.55,3.2,1.7,85.5344112176277
Cirio polpa chopped tomatoes,Cirio,A,Légumes,27.0,3.4,0.2,0.1,0.01,0.0,1.1,91.25
Pulpe de tomates,"Carrefour BIO, Carrefour",A,Légumes,33.0,4.8,0.0,0.0,0.3,2.5,1.5,99.0
Tomaten Fruchtfleisch Basilikum,MUTTI,A,Légumes,26.0,2.8,0.2,0.1,0.3,0.0,1.2,99.7
Concassé de tomate au jus,"Jardin bio, Léa Nature",A,Légumes,24.0,3.1,0.0,0.0,0.02,1.3,1.3,99.9
Blueberry Wheats,Kellogg's,A,Céréales,364.0,16.0,1.5,0.2,0.02,8.0,8.5,10.0
Beetroot,Freshona,A,Légumes,44.0,7.5,0.1,0.1,0.1,2.1,0.9,80.5497460412309
bitesize wheat shreds,Crownfield,A,Céréales,367.0,0.7,2.2,0.5,0.04,12.5,12.5,0.0
Haricots verts HVE Bien cultivés d'aucy 290g,D'aucy,A,Légumes,24.0,0.7,0.2,0.0,0.46,2.9,1.8,85.261889736676
Haricots verts Plats à la Provençal,Cassegrain,A,Légumes,53.0,5.4,1.7,0.2,0.63,3.8,1.5,97.23
Ratatouille à la niçoise 1/2,"Marque Repère, Notre Jardin",A,Légumes,46.0,4.2,2.0,0.3,0.8,1.5,1.4,95.31875
Italian Organic Chopped Tomatoes,"sainsbury's SO organic,Sainsbury's",A,Légumes,20.0,2.8,0.4,0.1,0.08,1.5,1.1,91.25
Original,Weetabix,A,Céréales,362.0,4.2,2.0,0.6,0.28,10.0,12.0,0.0
New Potatoes In Water,The Grower’s Harvest,A,Légumes,69.0,0.7,0.1,0.1,0.1,0.8,1.5,0.0
Petits pois extra fins Carottes d'aucy 265g,D'aucy,A,Légumes,58.0,3.0,0.0,0.0,0.5,4.3,4.0,84.393063583815
"Sauce tomate pour pizza, pâte ou riz","Jardin Bio', Jardin bio, Léa Nature",A,Légumes,69.0,5.2,2.9,0.3,0.6,1.7,1.3,99.8872767857143
Quaker Flocons d'avoine,Quaker,A,Céréales,374.0,1.1,8.0,1.5,0.0,9.0,11.0,0.0
Old Fashioned Oats,Quaker Oats,A,Céréales,375.0,2.5,7.5,1.25,0.0,10.0,12.5,0.0
Oatibix,Weetabix,A,Biscuits,390.0,4.8,8.0,1.3,0.23,8.8,12.0,0.0
Haricots verts extra-fins,Carrefour,A,Légumes,18.0,1.4,0.0,0.0,0.5,2.3,1.4,85.6031573528571
Haricots verts Extra-fins,Carrefour,A,Légumes,26.0,0.5,0.5,0.1,0.62,2.4,1.4,85.5114774743832
Cranberry saveur amande,Gerblé,A,Biscuits,48.0,1.8,1.5,0.2,0.02,0.6,0.8,5.3
White Asparagus,Freshona,A,Légumes,18.0,1.6,0.2,0.2,1.0,0.0,1.7,99.4252873563218
Chopped tomatoes,Asda,A,Légumes,22.0,3.8,0.5,0.5,0.01,0.8,1.1,90.0
Muesli aux fruits,Terres & Céréales Bio,A,Céréales,353.0,15.0,5.4,1.2,0.01,11.0,9.7,26.5
Petits Pois et Carottes 4/4,Cassegrain,A,Légumes,59.0,3.8,0.7,0.0,0.77,4.2,3.6,95.4170883330924
Tomates pelées bio,"Baresa,Freshona",A,Légumes,20.0,4.6,0.3,0.0,0.025,1.3,1.2,99.9
Maïs Doux,Saint Eloi,A,Légumes,78.0,6.5,1.6,0.3,0.43,2.6,2.4,85.5737048373716
Peeled Plum Tomatoes,Hubbards / Aldi,A,Légumes,22.0,3.8,0.5,0.1,0.01,0.8,1.1,86.6666666666667
